"","have.liberal.policy","opinion","rescale.opinion.","nyt.bypolicygroup.full","rescale.nyt.bypolicygroup.full.","rescale.nyt.bypolicygroup.full....rescale.opinion.","EWM.full","rescale.EWM.full.","Berry.full","rescale.Berry.full.","X.legislative.share.dem.mean.full.","rescale.legislative.share.dem.mean.full.","X.gov.control.mean.dem.full.","rescale.gov.control.mean.dem.full.","Powerful.full.strong.balance","ostate.full","issue.full","term.limits.full","term.limits.full...rescale.opinion.","dirdem.full","dirdem.full...rescale.opinion.","prof.full","rescale.prof.full.","rescale.prof.full....rescale.opinion.","turnout.full","rescale.turnout.full.","rescale.turnout.full....rescale.opinion.","onepartyness.full","rescale.onepartyness.full.","rescale.onepartyness.full....rescale.opinion.","courtelected.full","rescale.opinion....courtelected.full","congruence","size.of.majority","rescale.size.of.majority.","conservative.opinion.majority","flip.EWM.against","flip.Berry.against","flip.gov.control.mean.dem.full","flip.legislative.share.dem.mean.full","flip.powerful.balance.against","policy.direction.full"
"12",0,20.0844071914589,-0.7073519740993,4.42124734782716,-0.567601200568218,0.401493829723061,-13.5,0.0753570678391453,45.8868103027344,-0.0554394097250489,0.481666673388746,-0.184085565996576,0.5,0.0756055129902774,-1,"IA","abortionnotification",0,0,0,0,0.170000001788139,-0.058120825562099,0.0411118806976318,67.6699981689453,0.607416820293319,-0.429657486935599,1,-0.639735272890767,0.452518008180239,1,-0.7073519740993,1,79.9155928085411,0.626569173286025,1,0.0753570678391453,-0.0554394097250489,-0.0756055129902774,0.184085565996576,-1,"conservative"
"13",0,18.0409311784777,-0.759203373852957,4.42124734782716,-0.567601200568218,0.43092474647438,-27.8999996185303,-0.933917466208197,16.0654392242432,-0.848813131883997,0.226260508928034,-1.08661028693225,0.277777777777778,-0.377122109625202,-1,"ID","abortionnotification",0,0,1,-0.759203373852957,0.137999996542931,-0.19796045678114,0.150292246677714,61.2299995422363,0.0629213481635362,-0.0477700998131333,13,0.711818120540431,-0.540414718683967,1,-0.759203373852957,1,81.9590688215223,0.724422287900053,1,-0.933917466208197,-0.848813131883997,0.377122109625202,1.08661028693225,-1,"conservative"
"14",1,23.221898776429,-0.627740895054292,4.42124734782716,-0.567601200568218,0.356306485678584,-10.1000003814697,0.313657979065386,43.4146995544434,-0.121207938636699,0.518126171496179,-0.0552492145939148,0.277777777777778,-0.377122109625202,0,"IL","abortionnotification",0,0,0,0,0.261000007390976,0.339548085018366,-0.2131482188034,60.1699981689453,-0.0267007125950788,0.0167611292230222,3,-0.414476373985568,0.260183769984558,1,-0.627740895054292,0,76.778101223571,0.476328445372254,1,0.313657979065386,-0.121207938636699,0.377122109625202,0.0552492145939148,0,"conservative"
"15",0,17.7238846178361,-0.767248150425777,4.42124734782716,-0.567601200568218,0.435490971315415,-16.7000007629395,-0.14892622136392,52.097240447998,0.109784116302221,0.448905891842312,-0.299851821228751,0.833333333333333,0.754696946913497,0,"IN","abortionnotification",0,0,0,0,0.101999998092651,-0.355280009343615,0.272587930052141,54.5,-0.506093412644857,0.388299234794436,2,-0.527105823438168,0.40442096811159,1,-0.767248150425777,1,82.2761153821639,0.73960425883554,1,-0.14892622136392,0.109784116302221,-0.754696946913497,0.299851821228751,0,"conservative"
"16",0,19.2366067046703,-0.728864162973829,4.42124734782716,-0.567601200568218,0.413704173955094,-15.8999996185303,-0.0928553322215409,26.7436103820801,-0.564728930153456,0.357444441980786,-0.623047699006181,0.5,0.0756055129902774,-1,"KS","abortionnotification",0,0,0,0,0.125,-0.254770282544666,0.185692928737524,59.9000015258789,-0.0495286599536679,0.0360996652803456,9,0.261300322730032,-0.190452441011416,1,-0.728864162973829,1,80.7633932953297,0.667166624724922,1,-0.0928553322215409,-0.564728930153456,-0.0756055129902774,0.623047699006181,-1,"conservative"
"17",0,16.8634179067507,-0.789081733559505,4.42124734782716,-0.567601200568218,0.447883739314826,-13.1999998092651,0.0963836345571343,52.5096092224121,0.120754857674169,0.593874662286705,0.212422028409832,0.777777777777778,0.641515041259627,-1,"KY","abortionnotification",0,0,0,0,0.148000001907349,-0.154260555745717,0.121724186747683,56.2700004577637,-0.356441636179732,0.281261584189489,10,0.373929772182632,-0.295061152863382,1,-0.789081733559505,1,83.1365820932493,0.780808240270369,1,0.0963836345571343,0.120754857674169,-0.641515041259627,-0.212422028409832,-1,"conservative"
"18",0,21.2702078630374,-0.677263328938022,4.42124734782716,-0.567601200568218,0.384415478606049,-23,-0.590483788233625,50.3373794555664,0.0629644223863078,0.720492699080043,0.659850180990342,0.50555555563834,0.0869237037243185,-1,"LA","abortionnotification",1,-0.677263328938022,0,0,0.12899999320507,-0.237290361201232,0.160708059952052,59.8699989318848,-0.0520653494048435,0.0352619518602456,9,0.261300322730032,-0.176969126424721,1,-0.677263328938022,1,78.7297921369626,0.569786373640591,1,-0.590483788233625,0.0629644223863078,-0.0869237037243185,-0.659850180990342,-1,"conservative"
"19",0,29.9653641306997,-0.45663141513477,4.42124734782716,-0.567601200568218,0.25918453944766,-0.800000011920929,0.96548115880617,70.8155517578125,0.607769815125723,0.806949514481756,0.965361261187552,0.111111111111111,-0.716667826586812,-1,"MA","abortionnotification",0,0,1,-0.45663141513477,0.384999990463257,0.88142649319742,-0.402487026926016,63.4300003051758,0.248929222316571,-0.113668903054813,2,-0.527105823438168,0.240693078082349,0,0,1,70.0346358693003,0.153413429969406,1,0.96548115880617,0.607769815125723,0.716667826586812,-0.965361261187552,-1,"conservative"
"20",1,33.1137787752565,-0.376743173096136,4.42124734782716,-0.567601200568218,0.213839877355247,-5.69999980926514,0.622047468298795,82.6799697875977,0.923413165955071,0.740289030803574,0.729804165077043,0.777777777777778,0.641515041259627,0,"MD","abortionnotification",0,0,0,0,0.194000005722046,0.0467588978521817,-0.017616095547309,62.0299987792969,0.130560487165861,-0.0491877722158437,14,0.824447569993031,-0.310604993570573,1,-0.376743173096136,0,66.8862212247435,0.00264964458156355,1,0.622047468298795,0.923413165955071,-0.641515041259627,-0.729804165077043,0,"conservative"
"21",0,27.6217576546308,-0.516098360420136,4.42124734782716,-0.567601200568218,0.292938048985758,-14.6999998092651,-0.00874913219119778,72.2139129638672,0.644972096404147,0.547009372048908,0.0468148940528843,0.5,0.0756055129902774,1,"ME","abortionnotification",1,-0.516098360420136,1,-0.516098360420136,0.0890000015497208,-0.412089835107141,0.212678888244599,70.8000030517578,0.872055616855679,-0.450066474054386,5,-0.189217475080368,0.0976548286518157,0,0,1,72.3782423453692,0.265638477709693,1,-0.00874913219119778,0.644972096404147,-0.0756055129902774,-0.0468148940528843,1,"conservative"
"22",0,21.094088956434,-0.681732190707115,4.42124734782716,-0.567601200568218,0.38695200991136,-8.80000019073486,0.40477305694893,36.7816009521484,-0.297676220852792,0.468614975611369,-0.230206143857867,0.333333333333333,-0.263940203971332,-1,"MI","abortionnotification",1,-0.681732190707115,1,-0.681732190707115,0.342000007629395,0.693517094563408,-0.472792928169546,65.129997253418,0.392662271748189,-0.267690510726926,8,0.148670873277432,-0.101353720133764,1,-0.681732190707115,1,78.905911043566,0.578219936571637,1,0.40477305694893,-0.297676220852792,0.263940203971332,0.230206143857867,-1,"conservative"
